,Temporal Dark Patterns,Monetary Dark Patterns,Social Dark Patterns,Psychological Dark Patterns,Temporal Dark Patterns Present,Monetary Dark Patterns Present,Social Dark Patterns Present,Psychological Dark Patterns Present,Temporal Dark Patterns Absence,Monetary Dark Patterns Absence,Social Dark Patterns Absence,Psychological Dark Patterns Absence
169,This game has 1 reported Temporal Dark Patterns. There are 20 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 33 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,1,0,0,0,20,33,21,21
170,This game has 1 reported Temporal Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 33 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,1,0,0,0,14,33,21,21
171,This game has 2 reported Temporal Dark Patterns. There are 26 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 44 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 28 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 28 votes indicating the absence of a dark pattern.,2,0,0,0,26,44,28,28
172,This game has 0 reported Temporal Dark Patterns. There are 28 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 44 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 27 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 28 votes indicating the absence of a dark pattern.,0,0,1,0,28,44,27,28
173,This game has 0 reported Temporal Dark Patterns. There are 28 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 33 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 27 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 27 votes indicating the absence of a dark pattern.,0,0,1,1,28,33,27,27
174,This game has 0 reported Temporal Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 22 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,0,0,1,0,14,22,14,14
175,This game has 0 reported Temporal Dark Patterns. There are 707 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 1009 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 587 votes indicating the absence of a dark pattern.,This game has 80 reported Psychological Dark Patterns. There are 531 votes indicating the absence of a dark pattern.,0,0,0,80,707,1009,587,531
176,This game has 0 reported Temporal Dark Patterns. There are 612 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 1082 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 586 votes indicating the absence of a dark pattern.,This game has 84 reported Psychological Dark Patterns. There are 501 votes indicating the absence of a dark pattern.,0,0,0,84,612,1082,586,501
177,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
178,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
179,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
180,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
181,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
182,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
183,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
184,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
185,This game has 1 reported Temporal Dark Patterns. There are 13 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 22 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,1,0,0,0,13,22,14,14
186,This game has 0 reported Temporal Dark Patterns. There are 77 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 121 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 77 votes indicating the absence of a dark pattern.,This game has 11 reported Psychological Dark Patterns. There are 62 votes indicating the absence of a dark pattern.,0,0,0,11,77,121,77,62
187,This game has 0 reported Temporal Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 33 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 18 votes indicating the absence of a dark pattern.,0,0,0,3,21,33,21,18
188,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
189,This game has 0 reported Temporal Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 22 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 13 votes indicating the absence of a dark pattern.,0,0,0,1,14,22,14,13
190,This game has 0 reported Temporal Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 22 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 12 votes indicating the absence of a dark pattern.,0,0,0,2,14,22,14,12
191,This game has 0 reported Temporal Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,This game has 1 reported Monetary Dark Patterns. There are 32 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 20 votes indicating the absence of a dark pattern.,0,1,0,1,21,32,21,20
192,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,5
193,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
194,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
195,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
196,This game has 0 reported Temporal Dark Patterns. There are 35 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 55 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 35 votes indicating the absence of a dark pattern.,This game has 5 reported Psychological Dark Patterns. There are 26 votes indicating the absence of a dark pattern.,0,0,0,5,35,55,35,26
197,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
198,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
199,This game has 0 reported Temporal Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 22 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 12 votes indicating the absence of a dark pattern.,0,0,0,2,14,22,14,12
200,This game has 0 reported Temporal Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 33 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 17 votes indicating the absence of a dark pattern.,0,0,0,3,21,33,21,17
201,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
202,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
203,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
204,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
205,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
206,This game has 0 reported Temporal Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 22 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 12 votes indicating the absence of a dark pattern.,0,0,0,2,14,22,14,12
207,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
208,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
209,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
210,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
211,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
212,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
213,This game has 0 reported Temporal Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 22 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 12 votes indicating the absence of a dark pattern.,0,0,0,2,14,22,14,12
214,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,5
215,This game has 0 reported Temporal Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 22 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 13 votes indicating the absence of a dark pattern.,0,0,0,1,14,22,14,13
216,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
217,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
218,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
219,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
220,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
221,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
222,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
223,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
224,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,6
225,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,0,0,0,1,7,11,7,5
226,This game has 0 reported Temporal Dark Patterns. There are 673 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 1152 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 644 votes indicating the absence of a dark pattern.,This game has 101 reported Psychological Dark Patterns. There are 552 votes indicating the absence of a dark pattern.,0,0,0,101,673,1152,644,552
227,This game has 0 reported Temporal Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 33 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 19 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 18 votes indicating the absence of a dark pattern.,0,0,1,0,21,33,19,18
228,This game has 0 reported Temporal Dark Patterns. There are 32 votes indicating the absence of a dark pattern.,This game has 2 reported Monetary Dark Patterns. There are 48 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 35 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 31 votes indicating the absence of a dark pattern.,0,2,0,1,32,48,35,31
229,This game has 1 reported Temporal Dark Patterns. There are 13 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 22 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 10 votes indicating the absence of a dark pattern.,1,0,0,0,13,22,14,10
230,This game has 1 reported Temporal Dark Patterns. There are 20 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 33 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,1,0,0,0,20,33,14,21
231,This game has 2 reported Temporal Dark Patterns. There are 12 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 33 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,2,0,0,0,12,33,21,21
232,This game has 0 reported Temporal Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,0,5,11,7,6
233,This game has 0 reported Temporal Dark Patterns. There are 699 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 908 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 702 votes indicating the absence of a dark pattern.,This game has 98 reported Psychological Dark Patterns. There are 534 votes indicating the absence of a dark pattern.,0,0,0,98,699,908,702,534
234,This game has 0 reported Temporal Dark Patterns. There are 763 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 1039 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 653 votes indicating the absence of a dark pattern.,This game has 108 reported Psychological Dark Patterns. There are 592 votes indicating the absence of a dark pattern.,0,0,0,108,763,1039,653,592
235,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,0,7
236,This game has 0 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,0,0,0,1,0,11,7,5
237,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,3,0
238,This game has 0 reported Temporal Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 33 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 18 votes indicating the absence of a dark pattern.,0,0,0,3,21,33,21,18
239,This game has 1 reported Temporal Dark Patterns. There are 84 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 143 votes indicating the absence of a dark pattern.,This game has 3 reported Social Dark Patterns. There are 68 votes indicating the absence of a dark pattern.,This game has 10 reported Psychological Dark Patterns. There are 79 votes indicating the absence of a dark pattern.,1,0,3,10,84,143,68,79
240,This game has 2 reported Temporal Dark Patterns. There are 26 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 44 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 28 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 26 votes indicating the absence of a dark pattern.,2,0,0,2,26,44,28,26
241,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,0,0,0,0,7,0,0,0
242,This game has 0 reported Temporal Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 2 reported Monetary Dark Patterns. There are 19 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,0,2,0,0,14,19,14,14
243,This game has 1 reported Temporal Dark Patterns. There are 13 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 22 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 13 votes indicating the absence of a dark pattern.,1,0,0,0,13,22,14,13
