,Temporal Dark Patterns,Monetary Dark Patterns,Social Dark Patterns,Psychological Dark Patterns,Temporal Dark Patterns Present,Monetary Dark Patterns Present,Social Dark Patterns Present,Psychological Dark Patterns Present,Temporal Dark Patterns Absence,Monetary Dark Patterns Absence,Social Dark Patterns Absence,Psychological Dark Patterns Absence
144,This game has 14 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 25 reported Monetary Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,This game has 13 reported Social Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,This game has 13 reported Psychological Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,14,25,13,13,7,8,8,8
145,This game has 75 reported Temporal Dark Patterns. There are 23 votes indicating the absence of a dark pattern.,This game has 107 reported Monetary Dark Patterns. There are 41 votes indicating the absence of a dark pattern.,This game has 45 reported Social Dark Patterns. There are 48 votes indicating the absence of a dark pattern.,This game has 68 reported Psychological Dark Patterns. There are 24 votes indicating the absence of a dark pattern.,75,107,45,68,23,41,48,24
146,This game has 145 reported Temporal Dark Patterns. There are 71 votes indicating the absence of a dark pattern.,This game has 248 reported Monetary Dark Patterns. There are 81 votes indicating the absence of a dark pattern.,This game has 121 reported Social Dark Patterns. There are 84 votes indicating the absence of a dark pattern.,This game has 138 reported Psychological Dark Patterns. There are 62 votes indicating the absence of a dark pattern.,145,248,121,138,71,81,84,62
147,This game has 14 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 12 reported Monetary Dark Patterns. There are 10 votes indicating the absence of a dark pattern.,This game has 8 reported Social Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 9 reported Psychological Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,14,12,8,9,0,10,6,5
148,This game has 1 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 4 reported Monetary Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,1,4,4,2,0,0,0,0
149,This game has 26 reported Temporal Dark Patterns. There are 9 votes indicating the absence of a dark pattern.,This game has 39 reported Monetary Dark Patterns. There are 17 votes indicating the absence of a dark pattern.,This game has 25 reported Social Dark Patterns. There are 13 votes indicating the absence of a dark pattern.,This game has 24 reported Psychological Dark Patterns. There are 10 votes indicating the absence of a dark pattern.,26,39,25,24,9,17,13,10
150,This game has 6 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 7 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,6,7,4,3,1,4,2,2
151,This game has 4 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 6 reported Monetary Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,4,6,0,4,0,2,0,0
152,This game has 10 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 14 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 5 reported Social Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 6 reported Psychological Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,10,14,5,6,2,4,5,3
153,This game has 193 reported Temporal Dark Patterns. There are 324 votes indicating the absence of a dark pattern.,This game has 512 reported Monetary Dark Patterns. There are 338 votes indicating the absence of a dark pattern.,This game has 311 reported Social Dark Patterns. There are 194 votes indicating the absence of a dark pattern.,This game has 693 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,193,512,311,693,324,338,194,7
154,This game has 160 reported Temporal Dark Patterns. There are 67 votes indicating the absence of a dark pattern.,This game has 250 reported Monetary Dark Patterns. There are 102 votes indicating the absence of a dark pattern.,This game has 133 reported Social Dark Patterns. There are 84 votes indicating the absence of a dark pattern.,This game has 138 reported Psychological Dark Patterns. There are 73 votes indicating the absence of a dark pattern.,160,250,133,138,67,102,84,73
155,This game has 5 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 5 reported Monetary Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,5,5,2,3,0,0,4,1
156,This game has 26 reported Temporal Dark Patterns. There are 15 votes indicating the absence of a dark pattern.,This game has 49 reported Monetary Dark Patterns. There are 15 votes indicating the absence of a dark pattern.,This game has 18 reported Social Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,This game has 30 reported Psychological Dark Patterns. There are 9 votes indicating the absence of a dark pattern.,26,49,18,30,15,15,21,9
157,This game has 8 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 13 reported Monetary Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 3 reported Social Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 9 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,8,13,3,9,2,2,4,4
158,This game has 9 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 13 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 6 reported Social Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 6 reported Psychological Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,9,13,6,6,2,4,5,3
159,This game has 4 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 8 reported Monetary Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 6 reported Psychological Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,4,8,1,6,2,1,5,1
160,This game has 5 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 6 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,5,6,4,4,1,4,3,0
161,This game has 6 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 7 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,6,7,4,4,1,4,3,3
162,This game has 5 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 7 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 5 reported Social Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,5,7,5,4,1,4,2,3
163,This game has 5 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 8 reported Monetary Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 3 reported Social Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 5 reported Psychological Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,5,8,3,5,2,3,4,2
164,This game has 5 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 7 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 3 reported Social Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 6 reported Psychological Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,5,7,3,6,2,4,4,1
165,This game has 7 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 4 reported Monetary Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 6 reported Social Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,7,4,6,4,0,6,1,3
166,This game has 5 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 7 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 5 reported Social Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,5,7,5,4,2,4,2,3
167,This game has 9 reported Temporal Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 16 reported Monetary Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 5 reported Social Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 10 reported Psychological Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,9,16,5,10,4,6,6,3
168,This game has 15 reported Temporal Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 18 reported Monetary Dark Patterns. There are 15 votes indicating the absence of a dark pattern.,This game has 11 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 17 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,15,18,11,17,4,15,7,4
169,This game has 6 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 8 reported Monetary Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 6 reported Psychological Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,6,8,1,6,1,3,6,1
170,This game has 5 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 10 reported Monetary Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 3 reported Social Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,5,10,3,3,2,1,3,4
171,This game has 11 reported Temporal Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 15 reported Monetary Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 6 reported Social Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,This game has 10 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,11,15,6,10,3,7,8,4
172,This game has 6 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 9 reported Monetary Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 7 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,6,9,0,7,1,2,7,0
173,This game has 0 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 6 reported Monetary Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,0,6,4,1,0,0,0,0
174,This game has 2 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 2 reported Monetary Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,2,2,2,4,0,0,0,0
175,This game has 5 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 3 reported Monetary Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,5,3,0,3,0,0,0,0
176,This game has 16 reported Temporal Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 26 reported Monetary Dark Patterns. There are 13 votes indicating the absence of a dark pattern.,This game has 18 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 19 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,16,26,18,19,11,13,7,7
177,This game has 29 reported Temporal Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 31 reported Monetary Dark Patterns. There are 13 votes indicating the absence of a dark pattern.,This game has 12 reported Social Dark Patterns. There are 16 votes indicating the absence of a dark pattern.,This game has 17 reported Psychological Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,29,31,12,17,5,13,16,5
178,This game has 23 reported Temporal Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,This game has 34 reported Monetary Dark Patterns. There are 13 votes indicating the absence of a dark pattern.,This game has 11 reported Social Dark Patterns. There are 16 votes indicating the absence of a dark pattern.,This game has 24 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,23,34,11,24,8,13,16,7
179,This game has 3 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 6 reported Monetary Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,3,6,1,2,0,0,2,0
180,This game has 9 reported Temporal Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 15 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 9 votes indicating the absence of a dark pattern.,This game has 11 reported Psychological Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,9,15,4,11,4,4,9,2
181,This game has 4 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 8 reported Monetary Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,4,8,0,1,1,1,0,0
182,This game has 7 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 14 reported Monetary Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 3 reported Social Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 5 reported Psychological Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,7,14,3,5,2,2,2,3
183,This game has 8 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 8 reported Monetary Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 6 reported Social Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 6 reported Psychological Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,8,8,6,6,2,3,1,1
184,This game has 582 reported Temporal Dark Patterns. There are 125 votes indicating the absence of a dark pattern.,This game has 724 reported Monetary Dark Patterns. There are 485 votes indicating the absence of a dark pattern.,This game has 576 reported Social Dark Patterns. There are 181 votes indicating the absence of a dark pattern.,This game has 324 reported Psychological Dark Patterns. There are 372 votes indicating the absence of a dark pattern.,582,724,576,324,125,485,181,372
185,This game has 13 reported Temporal Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 19 reported Monetary Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 7 reported Social Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 10 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,13,19,7,10,6,7,2,4
186,This game has 48 reported Temporal Dark Patterns. There are 24 votes indicating the absence of a dark pattern.,This game has 70 reported Monetary Dark Patterns. There are 39 votes indicating the absence of a dark pattern.,This game has 42 reported Social Dark Patterns. There are 27 votes indicating the absence of a dark pattern.,This game has 54 reported Psychological Dark Patterns. There are 17 votes indicating the absence of a dark pattern.,48,70,42,54,24,39,27,17
187,This game has 368 reported Temporal Dark Patterns. There are 342 votes indicating the absence of a dark pattern.,This game has 704 reported Monetary Dark Patterns. There are 646 votes indicating the absence of a dark pattern.,This game has 509 reported Social Dark Patterns. There are 241 votes indicating the absence of a dark pattern.,This game has 794 reported Psychological Dark Patterns. There are 70 votes indicating the absence of a dark pattern.,368,704,509,794,342,646,241,70
188,This game has 39 reported Temporal Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 41 reported Monetary Dark Patterns. There are 22 votes indicating the absence of a dark pattern.,This game has 19 reported Social Dark Patterns. There are 23 votes indicating the absence of a dark pattern.,This game has 22 reported Psychological Dark Patterns. There are 16 votes indicating the absence of a dark pattern.,39,41,19,22,3,22,23,16
189,This game has 17 reported Temporal Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 26 reported Monetary Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 7 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 13 reported Psychological Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,17,26,7,13,4,6,14,8
190,This game has 14 reported Temporal Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 25 reported Monetary Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,This game has 12 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 7 reported Psychological Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,14,25,12,7,3,8,7,11
191,This game has 10 reported Temporal Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 14 reported Monetary Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 6 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 10 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,10,14,6,10,3,7,7,4
192,This game has 200 reported Temporal Dark Patterns. There are 105 votes indicating the absence of a dark pattern.,This game has 308 reported Monetary Dark Patterns. There are 160 votes indicating the absence of a dark pattern.,This game has 188 reported Social Dark Patterns. There are 118 votes indicating the absence of a dark pattern.,This game has 216 reported Psychological Dark Patterns. There are 83 votes indicating the absence of a dark pattern.,200,308,188,216,105,160,118,83
193,This game has 17 reported Temporal Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 20 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 10 reported Social Dark Patterns. There are 9 votes indicating the absence of a dark pattern.,This game has 11 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,17,20,10,11,4,11,9,6
194,This game has 44 reported Temporal Dark Patterns. There are 17 votes indicating the absence of a dark pattern.,This game has 63 reported Monetary Dark Patterns. There are 28 votes indicating the absence of a dark pattern.,This game has 26 reported Social Dark Patterns. There are 28 votes indicating the absence of a dark pattern.,This game has 40 reported Psychological Dark Patterns. There are 16 votes indicating the absence of a dark pattern.,44,63,26,40,17,28,28,16
195,This game has 79 reported Temporal Dark Patterns. There are 37 votes indicating the absence of a dark pattern.,This game has 115 reported Monetary Dark Patterns. There are 52 votes indicating the absence of a dark pattern.,This game has 61 reported Social Dark Patterns. There are 52 votes indicating the absence of a dark pattern.,This game has 71 reported Psychological Dark Patterns. There are 27 votes indicating the absence of a dark pattern.,79,115,61,71,37,52,52,27
196,This game has 33 reported Temporal Dark Patterns. There are 16 votes indicating the absence of a dark pattern.,This game has 53 reported Monetary Dark Patterns. There are 24 votes indicating the absence of a dark pattern.,This game has 28 reported Social Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,This game has 33 reported Psychological Dark Patterns. There are 16 votes indicating the absence of a dark pattern.,33,53,28,33,16,24,21,16
197,This game has 19 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 34 reported Monetary Dark Patterns. There are 15 votes indicating the absence of a dark pattern.,This game has 15 reported Social Dark Patterns. There are 13 votes indicating the absence of a dark pattern.,This game has 23 reported Psychological Dark Patterns. There are 9 votes indicating the absence of a dark pattern.,19,34,15,23,7,15,13,9
198,This game has 44 reported Temporal Dark Patterns. There are 29 votes indicating the absence of a dark pattern.,This game has 79 reported Monetary Dark Patterns. There are 28 votes indicating the absence of a dark pattern.,This game has 35 reported Social Dark Patterns. There are 33 votes indicating the absence of a dark pattern.,This game has 47 reported Psychological Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,44,79,35,47,29,28,33,14
199,This game has 9 reported Temporal Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 12 reported Monetary Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 7 reported Social Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 9 reported Psychological Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,9,12,7,9,4,6,6,3
200,This game has 24 reported Temporal Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,This game has 49 reported Monetary Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 18 reported Social Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,This game has 23 reported Psychological Dark Patterns. There are 15 votes indicating the absence of a dark pattern.,24,49,18,23,8,14,21,15
201,This game has 10 reported Temporal Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 16 reported Monetary Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 9 reported Social Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 6 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,10,16,9,6,4,6,5,7
202,This game has 68 reported Temporal Dark Patterns. There are 12 votes indicating the absence of a dark pattern.,This game has 69 reported Monetary Dark Patterns. There are 35 votes indicating the absence of a dark pattern.,This game has 27 reported Social Dark Patterns. There are 35 votes indicating the absence of a dark pattern.,This game has 46 reported Psychological Dark Patterns. There are 18 votes indicating the absence of a dark pattern.,68,69,27,46,12,35,35,18
203,This game has 20 reported Temporal Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,This game has 37 reported Monetary Dark Patterns. There are 17 votes indicating the absence of a dark pattern.,This game has 13 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 24 reported Psychological Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,20,37,13,24,8,17,14,8
204,This game has 3 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 6 reported Monetary Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,3,6,2,2,1,2,0,1
205,This game has 8 reported Temporal Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 11 reported Monetary Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 6 reported Social Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 9 reported Psychological Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,8,11,6,9,4,5,6,1
206,This game has 5 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 2 reported Monetary Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,5,2,2,2,2,0,0,0
207,This game has 4 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 6 reported Monetary Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 5 reported Psychological Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,4,6,4,5,2,3,3,2
208,This game has 36 reported Temporal Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 46 reported Monetary Dark Patterns. There are 10 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 19 votes indicating the absence of a dark pattern.,This game has 20 reported Psychological Dark Patterns. There are 9 votes indicating the absence of a dark pattern.,36,46,4,20,5,10,19,9
209,This game has 14 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 18 reported Monetary Dark Patterns. There are 10 votes indicating the absence of a dark pattern.,This game has 11 reported Social Dark Patterns. There are 10 votes indicating the absence of a dark pattern.,This game has 15 reported Psychological Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,14,18,11,15,7,10,10,5
210,This game has 48 reported Temporal Dark Patterns. There are 24 votes indicating the absence of a dark pattern.,This game has 83 reported Monetary Dark Patterns. There are 32 votes indicating the absence of a dark pattern.,This game has 26 reported Social Dark Patterns. There are 44 votes indicating the absence of a dark pattern.,This game has 54 reported Psychological Dark Patterns. There are 18 votes indicating the absence of a dark pattern.,48,83,26,54,24,32,44,18
211,This game has 36 reported Temporal Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 55 reported Monetary Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,This game has 29 reported Social Dark Patterns. There are 23 votes indicating the absence of a dark pattern.,This game has 34 reported Psychological Dark Patterns. There are 19 votes indicating the absence of a dark pattern.,36,55,29,34,14,21,23,19
212,This game has 7 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 17 reported Monetary Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 8 reported Social Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 7 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,7,17,8,7,7,3,4,6
213,This game has 20 reported Temporal Dark Patterns. There are 15 votes indicating the absence of a dark pattern.,This game has 37 reported Monetary Dark Patterns. There are 17 votes indicating the absence of a dark pattern.,This game has 19 reported Social Dark Patterns. There are 15 votes indicating the absence of a dark pattern.,This game has 23 reported Psychological Dark Patterns. There are 10 votes indicating the absence of a dark pattern.,20,37,19,23,15,17,15,10
214,This game has 7 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 16 reported Monetary Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 7 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 10 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,7,16,7,10,7,6,7,4
215,This game has 12 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 14 reported Monetary Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 10 votes indicating the absence of a dark pattern.,This game has 9 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,12,14,4,9,1,5,10,4
216,This game has 4 reported Temporal Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 6 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 5 reported Social Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 5 reported Psychological Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,4,6,5,5,3,4,2,2
217,This game has 5 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 7 reported Monetary Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 3 reported Social Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,5,7,3,3,0,3,3,3
218,This game has 5 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 7 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,5,7,4,4,2,4,3,3
